Level,Ascension,HP,ATK,DEF,Ascension Stat,Ascension Value
28,1,4096.620465056505,80.01058929043938,236.63071033605956,ATK,0
29,1,4182.13728782683,81.68080043475675,241.5703690390892,ATK,0
30,1,4266.6238614217145,83.33088999833126,246.45051805570984,ATK,0
31,1,4352.14068419204,85.00110114264862,251.39017675873947,ATK,0
32,1,4437.657506962365,86.67131228696599,256.3298354617691,ATK,0
33,1,4522.144080557249,88.3214018505405,261.20998447838974,ATK,0
34,1,4607.6609033275745,89.99161299485786,266.1496431814194,ATK,0
35,1,4692.147476922459,91.64170255843237,271.02979219804,ATK,0
36,1,4777.664545341133,93.31191850045616,275.96946509031295,ATK,0
37,1,4862.150873287668,94.96200326632425,280.8495999176903,ATK,0
38,1,4947.667696057993,96.63221441064161,285.7892586207199,ATK,0
39,1,5033.184764476668,98.3024303526654,290.72893151299286,ATK,0
40,1,5117.671092423203,99.95251511853348,295.6090663403702,ATK,0
40,2,5664.566539200547,110.63406705182206,327.19907030765535,ATK,0.05999999865889549
41,2,5750.083607619221,112.30428299384585,332.1387431999283,ATK,0.05999999865889549
42,2,5834.570426862454,113.95437735512678,337.0189064057922,ATK,0.05999999865889549
43,2,5920.08700398443,115.62458370173772,341.95855091957856,ATK,0.05999999865889549
44,2,6004.5738232276635,117.27467806301865,346.8387141254425,ATK,0.05999999865889549
45,2,6090.09040034964,118.9448844096296,351.7783586392288,ATK,0.05999999865889549
46,2,6175.607468768314,120.61510035165338,356.71803153150177,ATK,0.05999999865889549
47,2,6260.093796714849,122.26518511752147,361.5981663588791,ATK,0.05999999865889549
48,2,6345.6108651335235,123.93540105954526,366.53783925115204,ATK,0.05999999865889549
49,2,6430.097193080059,125.58548582541334,371.41797407852937,ATK,0.05999999865889549
50,2,6515.614261498733,127.25570176743713,376.3576469708023,ATK,0.05999999865889549
50,3,7244.808109154983,141.49776910447326,418.4776420879898,ATK,0.11999999731779099
51,3,7329.294437101518,143.14785387034135,423.35777691536714,ATK,0.11999999731779099
52,3,7414.811505520192,144.81806981236514,428.2974498076401,ATK,0.11999999731779099
53,3,7500.328573938867,146.48828575438893,433.237122699913,ATK,0.11999999731779099
54,3,7584.814901885402,148.138370520257,438.11725752729035,ATK,0.11999999731779099
55,3,7670.331970304076,149.8085864622808,443.0569304195633,ATK,0.11999999731779099
56,3,7754.818298250611,151.4586712281489,447.9370652469406,ATK,0.11999999731779099
57,3,7840.335366669286,153.12888717017267,452.87673813921356,ATK,0.11999999731779099
58,3,7924.821694615821,154.77897193604076,457.7568729665909,ATK,0.11999999731779099
59,3,8010.338763034495,156.44918787806455,462.69654585886383,ATK,0.11999999731779099
60,3,8095.855831453169,158.11940382008834,467.63621875113677,ATK,0.11999999731779099
60,4,8642.75133926567,168.80095670705123,499.2262150890274,ATK,0.11999999731779099
61,4,8727.237667212205,170.45104147291931,504.1063499164047,ATK,0.11999999731779099
62,4,8812.754735630879,172.1212574149431,509.04602280867766,ATK,0.11999999731779099
63,4,8897.241063577414,173.7713421808112,513.926157636055,ATK,0.11999999731779099
64,4,8982.758131996088,175.44155812283498,518.8658305283279,ATK,0.11999999731779099
65,4,9067.244459942624,177.09164288870306,523.7459653557053,ATK,0.11999999731779099
66,4,9152.761528361298,178.76185883072685,528.6856382479782,ATK,0.11999999731779099
67,4,9238.278105483274,180.4320651773378,533.6252827617645,ATK,0.11999999731779099
68,4,9322.764924726507,182.08215953861873,538.5054459676285,ATK,0.11999999731779099
69,4,9408.281501848483,183.75236588522966,543.4450904814148,ATK,0.11999999731779099
70,4,9492.768321091717,185.4024602465106,548.3252536872787,ATK,0.11999999731779099
70,5,10039.663584763592,196.08400931877622,579.9152652839584,ATK,0.18000000715255737
71,5,10125.180653182266,197.7542252608,584.8549381762314,ATK,0.18000000715255737
72,5,10209.666981128801,199.4043100266681,589.7350730036087,ATK,0.18000000715255737
73,5,10295.184049547475,201.0745259686919,594.6747458958816,ATK,0.18000000715255737
74,5,10380.700626669452,202.74473231530283,599.614390409668,ATK,0.18000000715255737
75,5,10465.187445912685,204.39482667658376,604.4945536155319,ATK,0.18000000715255737
76,5,10550.704023034661,206.0650330231947,609.4341981293182,ATK,0.18000000715255737
77,5,10635.190842277894,207.71512738447564,614.3143613351822,ATK,0.18000000715255737
78,5,10720.70741939987,209.38533373108658,619.2540058489685,ATK,0.18000000715255737
79,5,10805.194238643104,211.0354280923675,624.1341690548325,ATK,0.18000000715255737
80,5,10890.71081576508,212.70563443897845,629.0738135686188,ATK,0.18000000715255737
80,6,11437.60632357758,223.38718351124407,660.6638099065094,ATK,0.23999999463558197
81,6,11523.123391996254,225.05739945326786,665.6034827987824,ATK,0.23999999463558197
82,6,11607.610211239487,226.7074938145488,670.4836460046463,ATK,0.23999999463558197
83,6,11693.126788361464,228.37770016115974,675.4232905184326,ATK,0.23999999463558197
84,6,11777.613607604697,230.02779452244067,680.3034537242966,ATK,0.23999999463558197
85,6,11863.130184726673,231.6980008690516,685.2430982380829,ATK,0.23999999463558197
86,6,11947.616512673208,233.3480856349197,690.1232330654602,ATK,0.23999999463558197
87,6,12033.133581091883,235.0183015769435,695.0629059577332,ATK,0.23999999463558197
88,6,12117.619909038418,236.66838634281157,699.9430407851105,ATK,0.23999999463558197
89,6,12203.136977457092,238.33860228483536,704.8827136773834,ATK,0.23999999463558197
90,6,12288.654045875766,240.00881822685915,709.8223865696564,ATK,0.23999999463558197
