Level,Ascension,HP,ATK,DEF,Ascension Stat,Ascension Value
35,1,4556.615760803223,105.73956036567688,339.769492149353,Healing Bonus,0
36,1,4640.383887268486,107.68348596713258,346.01573627362086,Healing Bonus,0
37,1,4723.189230310178,109.60506918820192,352.190189603989,Healing Bonus,0
38,1,4805.994573351869,111.52665240927126,358.3646429343571,Healing Bonus,0
39,1,4888.79991639356,113.4482356303406,364.53909626472523,Healing Bonus,0
40,1,4972.5685019830125,115.3921718862457,370.78537462399254,Healing Bonus,0
40,2,5559.1502890923875,129.00341036585996,414.52537630245934,Healing Bonus,0.055399999022483826
41,2,5641.955632134079,130.9249935869293,420.69982963282746,Healing Bonus,0.055399999022483826
42,2,5725.723758599343,132.868919188385,426.9460737570953,Healing Bonus,0.055399999022483826
43,2,5809.491885064606,134.8128447898407,433.1923178813631,Healing Bonus,0.055399999022483826
44,2,5892.297228106298,136.73442801091005,439.36677121173125,Healing Bonus,0.055399999022483826
45,2,5976.065354571561,138.67835361236575,445.6130153359991,Healing Bonus,0.055399999022483826
46,2,6059.833940161014,140.62228986827085,451.8592936952664,Healing Bonus,0.055399999022483826
47,2,6143.6020666262775,142.56621546972656,458.1055378195342,Healing Bonus,0.055399999022483826
48,2,6227.370193091541,144.51014107118226,464.35178194380205,Healing Bonus,0.055399999022483826
49,2,6312.101562104566,146.47641970747372,470.66985109696907,Healing Bonus,0.055399999022483826
50,2,6395.86968856983,148.42034530892943,476.9160952212369,Healing Bonus,0.055399999022483826
50,3,7177.978819429205,166.5686645533142,535.2360872866666,Healing Bonus,0.11079999804496765
51,3,7261.746945894469,168.5125901547699,541.4823314109344,Healing Bonus,0.11079999804496765
52,3,7346.477855783305,170.47885813661196,547.800366329102,Healing Bonus,0.11079999804496765
53,3,7430.2464413727575,172.42279439251706,554.0466446883693,Healing Bonus,0.11079999804496765
54,3,7514.977351261594,174.38906237435913,560.3646796065368,Healing Bonus,0.11079999804496765
55,3,7599.70826115043,176.3553303562012,566.6827145247044,Healing Bonus,0.11079999804496765
56,3,7684.439630163455,178.32160899249266,573.0007836778714,Healing Bonus,0.11079999804496765
57,3,7769.1705400522915,180.28787697433472,579.3188185960389,Healing Bonus,0.11079999804496765
58,3,7853.901449941128,182.2541449561768,585.6368535142065,Healing Bonus,0.11079999804496765
59,3,7938.632818954153,184.22042359246825,591.9549226673735,Healing Bonus,0.11079999804496765
60,3,8023.363728842989,186.18669157431032,598.272957585541,Healing Bonus,0.11079999804496765
60,4,8609.945515952364,199.7979319612732,642.0129630787051,Healing Bonus,0.11079999804496765
61,4,8694.676884965389,201.76421059756467,648.3310322318721,Healing Bonus,0.11079999804496765
62,4,8779.407794854225,203.73047857940674,654.6490671500396,Healing Bonus,0.11079999804496765
63,4,8865.101488166634,205.71908894163516,661.0388928621069,Healing Bonus,0.11079999804496765
64,4,8949.83285717966,207.68536757792663,667.3569620152739,Healing Bonus,0.11079999804496765
65,4,9035.526550492068,209.67397794015505,673.7467877273411,Healing Bonus,0.11079999804496765
66,4,9121.220702928666,211.66259895683288,680.1366476744079,Healing Bonus,0.11079999804496765
67,4,9205.951612817502,213.62886693867495,686.4546825925754,Healing Bonus,0.11079999804496765
68,4,9291.6457652541,215.61748795535277,692.8445425396421,Healing Bonus,0.11079999804496765
69,4,9377.339458566508,217.6060983175812,699.2343682517094,Healing Bonus,0.11079999804496765
70,4,9463.033611003106,219.59471933425903,705.6242281987761,Healing Bonus,0.11079999804496765
70,5,10049.61539811248,233.20596353591918,749.3642336919402,Healing Bonus,0.16619999706745148
71,5,10135.30909142489,235.1945738981476,755.7540594040074,Healing Bonus,0.16619999706745148
72,5,10221.96602728506,237.2055372952118,762.2157101449739,Healing Bonus,0.16619999706745148
73,5,10307.660179721657,239.19415831188962,768.6055700920406,Healing Bonus,0.16619999706745148
74,5,10393.353873034066,241.18276867411805,774.9953958041078,Healing Bonus,0.16619999706745148
75,5,10480.010808894236,243.19373207118224,781.4570465450743,Healing Bonus,0.16619999706745148
76,5,10565.704502206645,245.18234243341067,787.8468722571415,Healing Bonus,0.16619999706745148
77,5,10652.361438066815,247.19330583047486,794.308522998108,Healing Bonus,0.16619999706745148
78,5,10739.018373926985,249.20426922753904,800.7701737390744,Healing Bonus,0.16619999706745148
79,5,10825.674850662966,251.21522197015383,807.2317902450413,Healing Bonus,0.16619999706745148
80,5,10912.331786523137,253.22618536721802,813.6934409860078,Healing Bonus,0.16619999706745148
80,6,11498.913573632512,266.83742193948365,857.4334312203828,Healing Bonus,0.2214999943971634
81,6,11585.570509492682,268.84838533654784,863.8950819613492,Healing Bonus,0.2214999943971634
82,6,11672.226986228663,270.8593380791626,870.3566984673162,Healing Bonus,0.2214999943971634
83,6,11758.883922088833,272.8703014762268,876.8183492082826,Healing Bonus,0.2214999943971634
84,6,11845.540857949003,274.881264873291,883.279999949249,Healing Bonus,0.2214999943971634
85,6,11932.197793809173,276.8922282703552,889.7416506902155,Healing Bonus,0.2214999943971634
86,6,12019.817053968727,278.92552339335634,896.2750579900821,Healing Bonus,0.2214999943971634
87,6,12106.473989828897,280.93648679042053,902.7367087310486,Healing Bonus,0.2214999943971634
88,6,12194.093249988451,282.9697819134217,909.2701160309152,Healing Bonus,0.2214999943971634
89,6,12281.713428396382,285.00309834532163,915.8035918007809,Healing Bonus,0.2214999943971634
90,6,12368.370364256552,287.0140617423858,922.2652425417473,Healing Bonus,0.2214999943971634
