atk,def,ascension_stat,ascension_value
51.42655758989713,423.33237437297066,CRIT DMG,0.596000000834465
52.14743396598169,429.26633898021464,CRIT DMG,0.596000000834465
52.86830639104119,435.2002710642082,CRIT DMG,0.596000000834465
53.589178816100684,441.1342031482018,CRIT DMG,0.596000000834465
54.3183404917454,447.1363690115577,CRIT DMG,0.596000000834465
55.0392129168049,453.07030109555126,CRIT DMG,0.596000000834465
61.769213412715544,508.47429279477,CRIT DMG,0.69200000166893
62.49008583777504,514.4082248787636,CRIT DMG,0.69200000166893
63.219243562394695,520.4103582188691,CRIT DMG,0.69200000166893
63.940119938479256,526.3443228261131,CRIT DMG,0.69200000166893
64.66927766309891,532.3464561662186,CRIT DMG,0.69200000166893
65.39843538771856,538.3485895063241,CRIT DMG,0.69200000166893
66.12759706336328,544.35075536968,CRIT DMG,0.69200000166893
66.85675478798294,550.3528887097855,CRIT DMG,0.69200000166893
67.58591251260259,556.355022049891,CRIT DMG,0.69200000166893
68.31507418824731,562.3571879132469,CRIT DMG,0.69200000166893
69.04423191286696,568.3593212533524,CRIT DMG,0.69200000166893
74.09173443056716,609.9123302865555,CRIT DMG,0.69200000166893
74.82089610621188,615.9144961499114,CRIT DMG,0.69200000166893
75.55005383083153,621.9166294900169,CRIT DMG,0.69200000166893
76.28749685501134,627.9869640862344,CRIT DMG,0.69200000166893
77.01665853065606,633.9891299495903,CRIT DMG,0.69200000166893
77.75410155483587,640.0594645458077,CRIT DMG,0.69200000166893
78.49154853004075,646.1298316652756,CRIT DMG,0.69200000166893
79.2207062546604,652.1319650053811,CRIT DMG,0.69200000166893
79.95815322986527,658.2023321248489,CRIT DMG,0.69200000166893
80.69559625404509,664.2726667210663,CRIT DMG,0.69200000166893
81.43304322924996,670.3430338405342,CRIT DMG,0.69200000166893
86.48054574695016,711.8960276149483,CRIT DMG,0.7879999876022339
87.21798877112997,717.9663622111657,CRIT DMG,0.7879999876022339
87.963721045895,724.1049305867455,CRIT DMG,0.7879999876022339
88.70116802109987,730.1752977062133,CRIT DMG,0.7879999876022339
89.43861104527969,736.2456323024307,CRIT DMG,0.7879999876022339
90.18434332004472,742.3842006780105,CRIT DMG,0.7879999876022339
90.92178634422453,748.454535274228,CRIT DMG,0.7879999876022339
91.66751861898956,754.5931036498077,CRIT DMG,0.7879999876022339
92.4132508937546,760.7316720253875,CRIT DMG,0.7879999876022339
93.15897921749456,766.8702078777169,CRIT DMG,0.7879999876022339
93.9047114922596,773.0087762532967,CRIT DMG,0.7879999876022339
98.95221210261116,814.5617700277107,CRIT DMG,0.8840000033378601
99.69794437737619,820.7003384032905,CRIT DMG,0.8840000033378601
100.44367270111616,826.8388742556199,CRIT DMG,0.8840000033378601
101.18940497588119,832.9774426311997,CRIT DMG,0.8840000033378601
101.93513725064622,839.1160110067794,CRIT DMG,0.8840000033378601
102.68086952541125,845.2545793823592,CRIT DMG,0.8840000033378601
103.43488314871138,851.4613164908005,CRIT DMG,0.8840000033378601
104.18061542347641,857.5998848663803,CRIT DMG,0.8840000033378601
104.93462904677654,863.8066219748216,CRIT DMG,0.8840000033378601
105.68865057212679,870.0134241297637,CRIT DMG,0.8840000033378601
106.43438284689182,876.1519925053435,CRIT DMG,0.8840000033378601
