Level,Ascension,HP,ATK,DEF,Ascension Stat,Ascension Value
57,3,7999.938058492553,219.35025008448793,502.07633662326043,CRIT Rate,0.1460000015795231
58,3,8087.185728878743,221.7425427873368,507.551967221365,CRIT Rate,0.1460000015795231
59,3,8174.433872026479,224.13484845309904,513.0276274898042,CRIT Rate,0.1460000015795231
60,3,8261.681542412669,226.5271411559479,518.5032580879088,CRIT Rate,0.1460000015795231
60,4,8865.686425225169,243.08748203729556,556.411262848651,CRIT Rate,0.1460000015795231
61,4,8952.934568372904,245.4797877030578,561.8869231170902,CRIT Rate,0.1460000015795231
62,4,9040.182238759095,247.87208040590667,567.3625537151947,CRIT Rate,0.1460000015795231
63,4,9128.421290105354,250.29155633813025,572.9004030051601,CRIT Rate,0.1460000015795231
64,4,9215.66943325309,252.6838620038925,578.3760632735994,CRIT Rate,0.1460000015795231
65,4,9303.90848459935,255.10333793611608,583.9139125635647,CRIT Rate,0.1460000015795231
66,4,9392.148008707154,257.52282683125304,589.4517915238648,CRIT Rate,0.1460000015795231
67,4,9479.395679093344,259.9151195341019,594.9274221219694,CRIT Rate,0.1460000015795231
68,4,9567.63520320115,262.33460842923887,600.4653010822694,CRIT Rate,0.1460000015795231
69,4,9655.874254547409,264.75408436146245,606.0031503722348,CRIT Rate,0.1460000015795231
70,4,9744.113778655214,267.1735732565994,611.5410293325349,CRIT Rate,0.1460000015795231
70,5,10348.118905608339,283.73391413794707,649.449018834488,CRIT Rate,0.193999994546175
71,5,10436.357956954598,286.15339007017064,654.9868681244534,CRIT Rate,0.193999994546175
72,5,10525.588862022472,288.6000621946823,660.5869657766143,CRIT Rate,0.193999994546175
73,5,10613.828386130277,291.0195510898193,666.1248447369144,CRIT Rate,0.193999994546175
74,5,10702.067437476537,293.43902702204286,671.6626940268798,CRIT Rate,0.193999994546175
75,5,10791.29834254441,295.88569914655454,677.2627916790407,CRIT Rate,0.193999994546175
76,5,10879.53739389067,298.3051750787781,682.800640969006,CRIT Rate,0.193999994546175
77,5,10968.768298958545,300.7518472032898,688.400738621167,CRIT Rate,0.193999994546175
78,5,11057.999204026419,303.1985193278015,694.0008362733279,CRIT Rate,0.193999994546175
79,5,11147.229636332748,305.64517848939977,699.6009042551541,CRIT Rate,0.193999994546175
80,5,11236.460541400622,308.09185061391145,705.201001907315,CRIT Rate,0.193999994546175
80,6,11840.465424213122,324.65219912465363,743.1090066680572,CRIT Rate,0.2420000024139881
81,6,11929.696329280996,327.0988712491653,748.7091043202181,CRIT Rate,0.2420000024139881
82,6,12018.926761587325,329.5455304107636,754.3091723020443,CRIT Rate,0.2420000024139881
83,6,12108.1576666552,331.9922025352753,759.9092699542052,CRIT Rate,0.2420000024139881
84,6,12197.388571723073,334.43887465978696,765.5093676063661,CRIT Rate,0.2420000024139881
85,6,12286.619476790947,336.88554678429864,771.109465258527,CRIT Rate,0.2420000024139881
86,6,12376.841290057346,339.35938917527164,776.7717519322141,CRIT Rate,0.2420000024139881
87,6,12466.07219512522,341.8060612997833,782.371849584375,CRIT Rate,0.2420000024139881
88,6,12556.294008391618,344.2799036907563,788.0341362580621,CRIT Rate,0.2420000024139881
89,6,12646.516767181107,346.7537720075561,793.6964822724185,CRIT Rate,0.2420000024139881
90,6,12735.747672248981,349.2004441320678,799.2965799245794,CRIT Rate,0.2420000024139881
