level,ascension,base_hp,base_atk,base_def,ascension_stat,ascension_value
60,4,7648.452325210907,158.3442631071448,470.4247124503654,em,48
61,4,7723.218986756168,159.8921302990857,475.02330117004203,em,48
62,4,7798.897808006965,161.45888160398317,479.67799306786947,em,48
63,4,7873.664469552226,163.00674879592407,484.2765817875461,em,48
64,4,7949.343290803023,164.57350010082155,488.9312736853735,em,48
65,4,8024.109952348284,166.12136729276244,493.52986240505015,em,48
66,4,8099.788773599081,167.68811859765992,498.1845543028776,em,48
67,4,8175.46716007404,169.25486090155027,502.839219459438,em,48
68,4,8250.234256395139,170.8027370944983,507.43783492038165,em,48
69,4,8325.912642870098,172.36947939838865,512.0925000769421,em,48
70,4,8400.679739191197,173.91735559133667,516.6911155378857,em,48
70,5,8884.658010675572,183.93721871999878,546.4586173689404,em,72
71,5,8960.336831926368,185.50397002489626,551.1133092667678,em,72
72,5,9035.10349347163,187.05183721683716,555.7118979864445,em,72
73,5,9110.782314722426,188.61858852173464,560.3665898842719,em,72
74,5,9186.460701197386,190.185330825625,565.0212550408323,em,72
75,5,9261.227797518484,191.733207018573,569.619870501776,em,72
76,5,9336.906183993444,193.29994932246336,574.2745356583364,em,72
77,5,9411.673280314542,194.8478255154114,578.87315111928,em,72
78,5,9487.351666789502,196.41456781930174,583.5278162758405,em,72
79,5,9562.1187631106,197.96244401224976,588.1264317367841,em,72
80,5,9637.79714958556,199.5291863161401,592.7810968933445,em,72
80,6,10121.775421069935,209.54904563010496,622.5485987243992,em,96
81,6,10197.454242320731,211.11579693500244,627.2032906222266,em,96
82,6,10272.22133864183,212.66367312795046,631.8019060831703,em,96
83,6,10347.89972511679,214.2304154318408,636.4565712397307,em,96
84,6,10422.666821437888,215.77829162478884,641.0551867006743,em,96
85,6,10498.345207912847,217.3450339286792,645.7098518572348,em,96
86,6,10573.11186945811,218.89290112062008,650.3084405769114,em,96
87,6,10648.790690708905,220.45965242551756,654.9631324747388,em,96
88,6,10723.557352254167,222.00751961745846,659.5617211944154,em,96
89,6,10799.236173504964,223.57427092235594,664.2164130922429,em,96
90,6,10874.91499475576,225.14102222725342,668.8711049900703,em,96
