level,ascension,base_hp,base_atk,base_def,ascension_stat,ascension_value
59,3,7301.459027787409,161.98721610266966,520.5336032508058,atk%,0.11999999731779099
60,3,7379.408211041446,163.71655476232718,526.0907350171474,atk%,0.11999999731779099
60,4,7877.905769635196,174.7762128128643,561.6294770825771,atk%,0.11999999731779099
61,4,7954.915428424283,176.48470768800598,567.1196285287733,atk%,0.11999999731779099
62,4,8032.86461167832,178.2140463476635,572.676760295115,atk%,0.11999999731779099
63,4,8109.874270467408,179.9225412228052,578.1669117413112,atk%,0.11999999731779099
64,4,8187.823453721445,181.6518798824627,583.7240435076528,atk%,0.11999999731779099
65,4,8264.833112510532,183.3603747576044,589.2141949538491,atk%,0.11999999731779099
66,4,8342.78229576457,185.08971341726192,594.7713267201907,atk%,0.11999999731779099
67,4,8420.73103119951,186.81904214184578,600.3284265607363,atk%,0.11999999731779099
68,4,8497.741137807694,188.52754695206113,605.8186099327286,atk%,0.11999999731779099
69,4,8575.689873242634,190.256875676645,611.3757097732741,atk%,0.11999999731779099
70,4,8652.699979850819,191.96538048686034,616.8658931452665,atk%,0.11999999731779099
70,5,9151.197538444569,203.02503853739745,652.4046504694852,atk%,0.18000000715255737
71,5,9229.146721698606,204.75437719705496,657.9617822358268,atk%,0.18000000715255737
72,5,9306.156380487693,206.46287207219666,663.4519336820231,atk%,0.18000000715255737
73,5,9384.10556374173,208.19221073185417,669.0090654483647,atk%,0.18000000715255737
74,5,9462.05429917667,209.92153945643804,674.5661652889103,atk%,0.18000000715255737
75,5,9539.064405784855,211.63004426665339,680.0563486609026,atk%,0.18000000715255737
76,5,9617.013141219795,213.35937299123725,685.6134485014481,atk%,0.18000000715255737
77,5,9694.02324782798,215.0678778014526,691.1036318734405,atk%,0.18000000715255737
78,5,9771.97198326292,216.79720652603646,696.660731713986,atk%,0.18000000715255737
79,5,9848.982089871104,218.5057113362518,702.1509150859783,atk%,0.18000000715255737
80,5,9926.930825306044,220.23504006083567,707.7080149265239,atk%,0.18000000715255737
80,6,10425.428383899794,231.29469811137278,743.2467569919536,atk%,0.23999999463558197
81,6,10503.377567153831,233.0240367710303,748.8038887582952,atk%,0.23999999463558197
82,6,10580.387673762016,234.73254158124564,754.2940721302875,atk%,0.23999999463558197
83,6,10658.336409196956,236.4618703058295,759.8511719708331,atk%,0.23999999463558197
84,6,10735.34651580514,238.17037511604485,765.3413553428254,atk%,0.23999999463558197
85,6,10813.29525124008,239.89970384062872,770.898455183371,atk%,0.23999999463558197
86,6,10890.304910029168,241.6081987157704,776.3886066295672,atk%,0.23999999463558197
87,6,10968.254093283205,243.33753737542793,781.9457383959088,atk%,0.23999999463558197
88,6,11045.263752072293,245.04603225056962,787.4358898421051,atk%,0.23999999463558197
89,6,11123.21293532633,246.77537091022714,792.9930216084467,atk%,0.23999999463558197
90,6,11201.162118580367,248.50470956988465,798.5501533747884,atk%,0.23999999463558197
