level,ascension,base_hp,base_atk,base_def,ascension_stat,ascension_value
61,4,6796.432737417694,150.84163665463257,426.55154320389556,cryo_dmg,0.11999999731779099
62,4,6863.030100523669,152.3197039622346,430.7312665665668,cryo_dmg,0.11999999731779099
63,4,6928.824763083889,153.77995606846616,434.86061156487267,cryo_dmg,0.11999999731779099
64,4,6995.422126189864,155.2580233760682,439.0403349275439,cryo_dmg,0.11999999731779099
65,4,7061.216788750084,156.71827548229976,443.1696799258498,cryo_dmg,0.11999999731779099
66,4,7127.814151856059,158.1963427899018,447.349403288521,cryo_dmg,0.11999999731779099
67,4,7194.411132359295,159.67440160598744,451.5291026386258,cryo_dmg,0.11999999731779099
68,4,7260.206177522254,161.1346622037354,455.6584716494981,cryo_dmg,0.11999999731779099
69,4,7326.80315802549,162.61272101982104,459.8381709996029,cryo_dmg,0.11999999731779099
70,4,7392.598203188449,164.07298161756898,463.9675400104752,cryo_dmg,0.11999999731779099
70,5,7818.499082094699,173.52567937147523,490.69753573801427,cryo_dmg,0.18000000715255737
71,5,7885.096445200674,175.00374667907727,494.8772591006855,cryo_dmg,0.18000000715255737
72,5,7950.891107760894,176.46399878530883,499.0066040989914,cryo_dmg,0.18000000715255737
73,5,8017.488470866869,177.94206609291086,503.1863274616626,cryo_dmg,0.18000000715255737
74,5,8084.085451370105,179.4201249089965,507.36602681176737,cryo_dmg,0.18000000715255737
75,5,8149.880496533064,180.88038550674446,511.4953958226397,cryo_dmg,0.18000000715255737
76,5,8216.4774770363,182.3584443228301,515.6750951727445,cryo_dmg,0.18000000715255737
77,5,8282.272522199259,183.81870492057806,519.8044641836168,cryo_dmg,0.18000000715255737
78,5,8348.869502702495,185.2967637366637,523.9841635337216,cryo_dmg,0.18000000715255737
79,5,8414.664547865454,186.75702433441165,528.1135325445939,cryo_dmg,0.18000000715255737
80,5,8481.26152836869,188.2350831504973,532.2932318946987,cryo_dmg,0.18000000715255737
80,6,8907.16240727494,197.68778471910082,559.0232276222378,cryo_dmg,0.23999999463558197
81,6,8973.759770380915,199.16585202670285,563.202950984909,cryo_dmg,0.23999999463558197
82,6,9039.554815543874,200.6261126244508,567.3323199957813,cryo_dmg,0.23999999463558197
83,6,9106.15179604711,202.10417144053645,571.5120193458861,cryo_dmg,0.23999999463558197
84,6,9171.946841210069,203.5644320382844,575.6413883567584,cryo_dmg,0.23999999463558197
85,6,9238.543821713305,205.04249085437004,579.8210877068632,cryo_dmg,0.23999999463558197
86,6,9304.338484273525,206.5027429606016,583.9504327051691,cryo_dmg,0.23999999463558197
87,6,9370.9358473795,207.98081026820364,588.1301560678403,cryo_dmg,0.23999999463558197
88,6,9436.73050993972,209.4410623744352,592.2595010661462,cryo_dmg,0.23999999463558197
89,6,9503.327873045695,210.91912968203724,596.4392244288174,cryo_dmg,0.23999999463558197
90,6,9569.92523615167,212.39719698963927,600.6189477914886,cryo_dmg,0.23999999463558197
