level,ascension,base_hp,base_atk,base_def,ascension_stat,ascension_value
40,2,6604.931057187379,107.5028460790254,345.437827472153,healing_bonus,0.055399999022483826
41,2,6703.313642667665,109.10416551193248,350.5832055755236,healing_bonus,0.055399999022483826
42,2,6802.840129241638,110.72410359611513,355.7884093442917,healing_bonus,0.055399999022483826
43,2,6902.366615815612,112.34404168029778,360.99361311305984,healing_bonus,0.055399999022483826
44,2,7000.749201295897,113.94536111320485,366.13899121643044,healing_bonus,0.055399999022483826
45,2,7100.275687869871,115.5652991973875,371.34419498519856,healing_bonus,0.055399999022483826
46,2,7199.8027199379285,117.18524616027844,376.5494272831347,healing_bonus,0.055399999022483826
47,2,7299.329206511902,118.80518424446109,381.75463105190283,healing_bonus,0.055399999022483826
48,2,7398.855693085876,120.42512232864374,386.95983482067095,healing_bonus,0.055399999022483826
49,2,7499.526626247622,122.06368794281025,392.2248927840046,healing_bonus,0.055399999022483826
50,2,7599.053112821595,123.6836260269929,397.43009655277274,healing_bonus,0.055399999022483826
50,3,8528.29163821222,138.8072260330964,446.03010265628836,healing_bonus,0.11079999804496765
51,3,8627.818124786194,140.42716411727906,451.2353064250565,healing_bonus,0.11079999804496765
52,3,8728.488512453856,142.0657208527373,456.5003358592221,healing_bonus,0.11079999804496765
53,3,8828.015544521913,143.68566781562822,461.70556815715827,healing_bonus,0.11079999804496765
54,3,8928.685932189575,145.32422455108644,466.9705975913239,healing_bonus,0.11079999804496765
55,3,9029.356319857237,146.96278128654467,472.2356270254895,healing_bonus,0.11079999804496765
56,3,9130.027253018983,148.60134690071118,477.5006849888232,healing_bonus,0.11079999804496765
57,3,9230.697640686645,150.2399036361694,482.7657144229888,healing_bonus,0.11079999804496765
58,3,9331.368028354307,151.87846037162763,488.03074385715445,healing_bonus,0.11079999804496765
59,3,9432.038961516053,153.51702598579413,493.2958018204881,healing_bonus,0.11079999804496765
60,3,9532.709349183715,155.15558272125236,498.56083125465375,healing_bonus,0.11079999804496765
60,4,10229.638060121215,166.4982836795043,535.0108282028959,healing_bonus,0.11079999804496765
61,4,10330.30899328296,168.13684929367082,540.2758861662296,healing_bonus,0.11079999804496765
62,4,10430.979380950623,169.77540602912904,545.5409156003952,healing_bonus,0.11079999804496765
63,4,10532.793669711973,171.43258141586284,550.8657706999584,healing_bonus,0.11079999804496765
64,4,10633.464602873719,173.07114703002935,556.130828663292,healing_bonus,0.11079999804496765
65,4,10735.27889163507,174.72832241676315,561.4556837628552,healing_bonus,0.11079999804496765
66,4,10837.093725890503,176.38550668220523,566.7805673915864,healing_bonus,0.11079999804496765
67,4,10937.764113558165,178.02406341766346,572.045596825752,healing_bonus,0.11079999804496765
68,4,11039.5789478136,179.68124768310554,577.3704804544832,healing_bonus,0.11079999804496765
69,4,11141.39323657495,181.33842306983934,582.6953355540463,healing_bonus,0.11079999804496765
70,4,11243.208070830384,182.99560733528142,588.0202191827775,healing_bonus,0.11079999804496765
70,5,11940.137025908509,194.33830829353337,624.4702161310197,healing_bonus,0.16619999706745148
71,5,12041.95131466986,195.99548368026717,629.7950712305828,healing_bonus,0.16619999706745148
72,5,12144.910050018982,197.67128659698483,635.1797805247115,healing_bonus,0.16619999706745148
73,5,12246.724884274416,199.3284708624269,640.5046641534427,healing_bonus,0.16619999706745148
74,5,12348.539173035766,200.9856462491607,645.8295192530059,healing_bonus,0.16619999706745148
75,5,12451.497908384888,202.66144916587837,651.2142285471346,healing_bonus,0.16619999706745148
76,5,12553.312197146239,204.31862455261216,656.5390836466977,healing_bonus,0.16619999706745148
77,5,12656.270932495361,205.99442746932982,661.9237929408264,healing_bonus,0.16619999706745148
78,5,12759.229667844484,207.67023038604748,667.3085022349551,healing_bonus,0.16619999706745148
79,5,12862.187857699522,209.34602442405685,672.6931829999157,healing_bonus,0.16619999706745148
80,5,12965.146593048645,211.0218273407745,678.0778922940444,healing_bonus,0.16619999706745148
80,6,13662.07554812677,222.3645244843292,714.5278892422866,healing_bonus,0.2214999943971634
81,6,13765.034283475892,224.04032740104685,719.9125985364153,healing_bonus,0.2214999943971634
82,6,13867.99247333093,225.71612143905622,725.297279301376,healing_bonus,0.2214999943971634
83,6,13970.951208680053,227.39192435577388,730.6819885955047,healing_bonus,0.2214999943971634
84,6,14073.909944029176,229.06772727249154,736.0666978896334,healing_bonus,0.2214999943971634
85,6,14176.868679378298,230.7435301892092,741.4514071837621,healing_bonus,0.2214999943971634
86,6,14280.970770327025,232.43794287849414,746.8959136141202,healing_bonus,0.2214999943971634
87,6,14383.929505676148,234.1137457952118,752.2806229082489,healing_bonus,0.2214999943971634
88,6,14488.031596624875,235.80815848449674,757.7251293386071,healing_bonus,0.2214999943971634
89,6,14592.134778561769,237.50258893119826,763.1696928273013,healing_bonus,0.2214999943971634
90,6,14695.093513910891,239.17839184791592,768.55440212143,healing_bonus,0.2214999943971634
