Level,Ascension,HP,ATK,DEF,Ascension Stat,Ascension Value
48,2,5240.856161727454,144.51014107118226,328.91584967706876,Energy Recharge,0.07999999821186066
49,2,5312.164740726468,146.47641970747372,333.3911487444857,Energy Recharge,0.07999999821186066
50,2,5382.662670043879,148.42034530892943,337.81557174881164,Energy Recharge,0.07999999821186066
50,3,6040.873241332942,166.5686645533142,379.1255693074054,Energy Recharge,0.1599999964237213
51,3,6111.371170650353,168.5125901547699,383.54999231173133,Energy Recharge,0.1599999964237213
52,3,6182.679363257717,170.47885813661196,388.0252671293565,Energy Recharge,0.1599999964237213
53,3,6253.177678966778,172.42279439251706,392.4497143834742,Energy Recharge,0.1599999964237213
54,3,6324.485871574143,174.38906237435913,396.9249892010994,Energy Recharge,0.1599999964237213
55,3,6395.794064181508,176.3553303562012,401.40026401872456,Energy Recharge,0.1599999964237213
56,3,6467.102643180522,178.32160899249266,405.8755630861415,Energy Recharge,0.1599999964237213
57,3,6538.410835787887,180.28787697433472,410.35083790376666,Energy Recharge,0.1599999964237213
58,3,6609.719028395251,182.2541449561768,414.82611272139184,Energy Recharge,0.1599999964237213
59,3,6681.027607394266,184.22042359246825,419.30141178880876,Energy Recharge,0.1599999964237213
60,3,6752.335800001631,186.18669157431032,423.77668660643394,Energy Recharge,0.1599999964237213
60,4,7245.993636915693,199.7979319612732,454.7591924047738,Energy Recharge,0.1599999964237213
61,4,7317.302215914708,201.76421059756467,459.2344914721907,Energy Recharge,0.1599999964237213
62,4,7388.610408522072,203.73047857940674,463.7097662898159,Energy Recharge,0.1599999964237213
63,4,7460.72886441939,205.71908894163516,468.2358929207403,Energy Recharge,0.1599999964237213
64,4,7532.037443418405,207.68536757792663,472.7111919881572,Energy Recharge,0.1599999964237213
65,4,7604.155899315723,209.67397794015505,477.23731861908163,Energy Recharge,0.1599999964237213
66,4,7676.274741604691,211.66259895683288,481.7634694997978,Energy Recharge,0.1599999964237213
67,4,7747.582934212056,213.62886693867495,486.23874431742297,Energy Recharge,0.1599999964237213
68,4,7819.701776501024,215.61748795535277,490.76489519813913,Energy Recharge,0.1599999964237213
69,4,7891.820232398342,217.6060983175812,495.29102182906354,Energy Recharge,0.1599999964237213
70,4,7963.9390746873105,219.59471933425903,499.8171727097797,Energy Recharge,0.1599999964237213
70,5,8457.597033671685,233.20596353591918,530.799670878725,Energy Recharge,0.23999999463558197
71,5,8529.715489569004,235.1945738981476,535.3257975096494,Energy Recharge,0.23999999463558197
72,5,8602.644595147925,237.2055372952118,539.9028002036648,Energy Recharge,0.23999999463558197
73,5,8674.763437436894,239.19415831188962,544.428951084381,Energy Recharge,0.23999999463558197
74,5,8746.881893334212,241.18276867411805,548.9550777153054,Energy Recharge,0.23999999463558197
75,5,8819.810998913134,243.19373207118224,553.5320804093208,Energy Recharge,0.23999999463558197
76,5,8891.929454810452,245.18234243341067,558.0582070402452,Energy Recharge,0.23999999463558197
77,5,8964.858560389373,247.19330583047486,562.6352097342606,Energy Recharge,0.23999999463558197
78,5,9037.787665968295,249.20426922753904,567.212212428276,Energy Recharge,0.23999999463558197
79,5,9110.716385155567,251.21522197015383,571.7891908724996,Energy Recharge,0.23999999463558197
80,5,9183.645490734489,253.22618536721802,576.366193566515,Energy Recharge,0.23999999463558197
80,6,9677.303449718864,266.83742193948365,607.3486917354603,Energy Recharge,0.3199999928474426
81,6,9750.232555297785,268.84838533654784,611.9256944294757,Energy Recharge,0.3199999928474426
82,6,9823.161274485057,270.8593380791626,616.5026728736993,Energy Recharge,0.3199999928474426
83,6,9896.090380063979,272.8703014762268,621.0796755677147,Energy Recharge,0.3199999928474426
84,6,9969.0194856429,274.881264873291,625.6566782617301,Energy Recharge,0.3199999928474426
85,6,10041.948591221822,276.8922282703552,630.2336809557455,Energy Recharge,0.3199999928474426
86,6,10115.687573699048,278.92552339335634,634.8615112132684,Energy Recharge,0.3199999928474426
87,6,10188.61667927797,280.93648679042053,639.4385139072838,Energy Recharge,0.3199999928474426
88,6,10262.355661755195,282.9697819134217,644.0663441648067,Energy Recharge,0.3199999928474426
89,6,10336.09541701572,285.00309834532163,648.694222921913,Energy Recharge,0.3199999928474426
90,6,10409.024522594642,287.0140617423858,653.2712256159284,Energy Recharge,0.3199999928474426
